type,entity,source
PERSON,Dickson Mzumara,24.pdf
PERSON,Nobutaka Machimura,107.pdf
PERSON,MONUC,43.pdf
PERSON,Vendor 4,1.pdf
PERSON,Z­3,105.pdf
PERSON,Ali Todaro,24.pdf
PERSON,Berlusconi,111.pdf
PERSON,Top Secret,106.pdf
PERSON,D. Interviews,69.pdf
PERSON,Dell,82.pdf
PERSON,Silvio Berlusconi,111.pdf
PERSON,Sarkozy,89.pdf
PERSON,Works,39.pdf
PERSON,John Kerry,24.pdf
PERSON,Mark Gough,35.pdf
PERSON,"KTheKancillaryKissuesKofKtheK
disputedKmailKhandlingKrateKandKtheKapplicationKofK",15.pdf
PERSON,Divis,43.pdf
PERSON,Se,60.pdf
PERSON,Vendor 1’s,14.pdf
PERSON,Pri,2.pdf
PERSON,al,43.pdf
PERSON,Membe,8.pdf
PERSON,mem ber,24.pdf
PERSON,Levitte,91.pdf
PERSON,LaCresta,82.pdf
PERSON,Cramer Antenna,1.pdf
PERSON,John Todd,35.pdf
PERSON,Divis,49.pdf
PERSON,Ca,82.pdf
PERSON,I.      ,24.pdf
PERSON,Fu,82.pdf
PERSON,KMarkKGough,15.pdf
PERSON,"Vendor 2 
Representative",44.pdf
PERSON,Articles 15.1,8.pdf
PERSON,Toyoda,106.pdf
PERSON,Euro,2.pdf
PERSON,"KwasKprovidedKwithKaKcopyKofKaKletterKdatedK28K
MayK2004,KfromKtheKCargoKManagerKofKanKAirlineKtoKa KStaffKMemberKofKPublicKEnterpriseK",15.pdf
PERSON,Partner 4’s,51.pdf
PERSON,Paul-Lachal Roberts,36.pdf
PERSON,"KPristinaKAirportKcollectsKmailA
handlingKrevenuesKonKbehalfKofKtheKAirlineKandKdepo",15.pdf
PERSON,Partner 4,51.pdf
PERSON,Vintzis,24.pdf
PERSON,irregularl,39.pdf
PERSON,Walter Cabrera,82.pdf
PERSON,passeng,11.pdf
PERSON,Gen,73.pdf
PERSON,Euros,51.pdf
PERSON,Shinzo Abe,105.pdf
PERSON,chao s,26.pdf
PERSON,su,69.pdf
PERSON,ed PT.8’s,26.pdf
PERSON,Regul,73.pdf
PERSON,monie,51.pdf
PERSON,James Wasserstrom,36.pdf
PERSON,Ai,2.pdf
PERSON,Ko,5.pdf
PERSON,ma,82.pdf
PERSON,Vendor 2,39.pdf
PERSON,nam e,8.pdf
PERSON,Top Secret,89.pdf
PERSON,Vendor 1,14.pdf
PERSON,KbyKthisKmemorandum,15.pdf
PERSON,Revi,38.pdf
PERSON,Cherry,108.pdf
PERSON,Vendor 2,16.pdf
PERSON,Specia,24.pdf
PERSON,Vendor 2,4.pdf
PERSON,hose,2.pdf
PERSON,KthatKnoKf,15.pdf
PERSON,Restraint,105.pdf
PERSON,V. CONCLUSION,51.pdf
PERSON,"s. 
 
",24.pdf
PERSON,E. Interview,24.pdf
PERSON,ed,4.pdf
PERSON,Alexander Yakovlev,82.pdf
PERSON,Ko,31.pdf
PERSON,"ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time",15.pdf
PERSON,Pristina,1.pdf
PERSON,Masakazu Toyoda,106.pdf
PERSON,Gov,24.pdf
PERSON,Pri,31.pdf
PERSON,Sta,82.pdf
PERSON,ed Nations,69.pdf
PERSON,Stoykov,24.pdf
PERSON,Vendor 2,38.pdf
PERSON,Nishan Kohli,82.pdf
PERSON,Angela Merkel,111.pdf
PERSON,Hajvali,13.pdf
PERSON,KInKtheKletter,15.pdf
PERSON,G-8,107.pdf
PERSON,George W Bush,105.pdf
PERSON,"KthatK
PristinaKAirportKhadKretroactivelyKreducedKitsKhand lingKchargesKforKoutgoingKmailKtoK€0.12/kgK
andKwasKnoKlongerKchargingKVAT.KPristinaKAirportKst affKconfirmedKthisKinformationKandKadvisedK",15.pdf
PERSON,Procurem,38.pdf
PERSON,Ba hel,82.pdf
PERSON,KadvisesKyouKthatKeviden,15.pdf
PERSON,Howev,24.pdf
PERSON,Vendor 3,16.pdf
PERSON,Simila,38.pdf
PERSON,DISCUSSION,82.pdf
PERSON,Vendor 3,4.pdf
PERSON,MONUC,10.pdf
PERSON,"8,000.00 Euros",51.pdf
PERSON,Euro,31.pdf
PERSON,Ko,10.pdf
PERSON,ed with de-,31.pdf
PERSON,Bush,24.pdf
PERSON,Divisi,43.pdf
PERSON,Top Secret,108.pdf
PERSON,dealin gs,60.pdf
PERSON,Ko,9.pdf
PERSON,Contract,52.pdf
PERSON,ed,43.pdf
PERSON,Airpo rt Official,38.pdf
PERSON,Divis,10.pdf
PERSON,Walter Cab,82.pdf
PERSON,I. Background,14.pdf
PERSON,"John 
Kerry",24.pdf
PERSON,al systems,24.pdf
PERSON,Membe,39.pdf
PERSON,Ambassad,24.pdf
PERSON,2 Representative,44.pdf
PERSON,Vendor 1,8.pdf
PERSON,Vendor 1,16.pdf
PERSON,noti,52.pdf
PERSON,issu ed,2.pdf
PERSON,Jane Redfern,82.pdf
PERSON,Jean-David Levitte,89.pdf
PERSON,don e.,38.pdf
PERSON,Cabrera,82.pdf
PERSON,Negroponte,24.pdf
PERSON,Dodd,24.pdf
PERSON,Vendor 2,1.pdf
PERSON,Vendor 2’s,14.pdf
PERSON,Articles 15.1,39.pdf
PERSON,Bahel,82.pdf
PERSON,chec k,21.pdf
PERSON,al,49.pdf
PERSON,Doubles Down,106.pdf
PERSON,Olokodana,24.pdf
PERSON,Pu blic Forests,16.pdf
PERSON,Negro,24.pdf
PERSON,Airport,1.pdf
PERSON,assertionsKwereKconfirmedKinKcopiesKofKcorrectedKin,15.pdf
PERSON,possib le,69.pdf
PERSON,Boss,24.pdf
PERSON,Annex Agreement Ref,5.pdf
PERSON,Pri,14.pdf
PERSON,Airport Official,14.pdf
PERSON,Committ,14.pdf
PERSON,Pierre Vimont,89.pdf
PERSON,Cabrer,82.pdf
PERSON,Partn,51.pdf
PERSON,Valentino Valentini,111.pdf
PERSON,Cap,45.pdf
PERSON,w ho,2.pdf
PERSON,UNMIL,63.pdf
PERSON,Top Secret,91.pdf
PERSON,Top Secret,105.pdf
PERSON,V. Recommendations,38.pdf
PERSON,nam e,39.pdf
PERSON,Klaus Toepfer,27.pdf
PERSON,Pernod Ricard,89.pdf
PERSON,se al,69.pdf
PERSON,Hiwot Abebe,24.pdf
PERSON,explana tions,26.pdf
PERSON,Hiwot,24.pdf
PERSON,Copy,36.pdf
PERSON,Vendor 3,1.pdf
PERSON,Vendor 2,44.pdf
PERSON,Vendor 3’s,16.pdf
PERSON,Vendor 3’s,4.pdf
PERSON,Atlas,21.pdf
PERSON,Kshs,69.pdf
PERSON,Vendor 1’s,4.pdf
PERSON,Sarkozy,111.pdf
PERSON,ade,36.pdf
PERSON,UNMIL,60.pdf
PERSON,Supervisor,21.pdf
PERSON,Top Secret,107.pdf
PERSON,Charles Brayshaw,35.pdf
PERSON,Wolfgang Nikolaus,36.pdf
PERSON,Barbara Dixon,27.pdf
PERSON,Vendor 2’s,8.pdf
PERSON,John Negroponte,24.pdf
PERSON,"KtheKCargoKManagerK referredKtoKseveralKproblemsKrelativeKtoKanK
",15.pdf
PERSON,al,24.pdf
PERSON,Carbon Emissions,105.pdf
PERSON,Mark Gough,36.pdf
PERSON,Vendor 1’s,38.pdf
PERSON,Francis Montil,27.pdf
PERSON,Ko,8.pdf
PERSON,Howev,21.pdf
PERSON,John Negropont,24.pdf
PERSON,"Negroponte  
",24.pdf
PERSON,Divisi,10.pdf
PERSON,WPVI,35.pdf
PERSON,includin g,2.pdf
PERSON,ed,10.pdf
PERSON,withdra,2.pdf
PERSON,mem ber 4,13.pdf
PERSON,perpetrat ed,24.pdf
PERSON,Se,24.pdf
PERSON,Divisi,2.pdf
PERSON,Files,69.pdf
PERSON,Thunderbird,82.pdf
PERSON,Revi,14.pdf
PERSON,Vimont,89.pdf
PERSON,Vendor 1,39.pdf
PERSON,KThis Kterminology,15.pdf
PERSON,al,10.pdf
PERSON,Ven,16.pdf
PERSON,Bush,105.pdf
PERSON,Pri,11.pdf
PERSON,Søren Jessen-Petersen,36.pdf
PERSON,Jean-David Levitte,91.pdf
PERSON,Vendor 1,4.pdf
PERSON,Euro,4.pdf
PERSON,ed,49.pdf
PERSON,Consultan,21.pdf
PERSON,Barack Obama,89.pdf
PERSON,"Cherry Feud
WikiLeaks",108.pdf
PERSON,MAFF,108.pdf
PERSON,KTA,5.pdf
PERSON,li,43.pdf
PERSON,Ko,43.pdf
PERSON,"Saddam Hussein
Restraint",91.pdf
PERSON,Stoy,24.pdf
PERSON,tempora,4.pdf
PERSON,Vendor 5,16.pdf
PERSON,Vendor 2,14.pdf
PERSON,passeng,31.pdf
PERSON,Officia,26.pdf
PERSON,Z­3,89.pdf
PERSON,Euro,11.pdf
PERSON,Abe,105.pdf
PERSON,Vendor 1,38.pdf
PERSON,ed with de-,11.pdf
PERSON,provid ed,2.pdf
PERSON,Works,8.pdf
PERSON,Ge,73.pdf
PERSON,Procurem,14.pdf
PERSON,Ktherefore,15.pdf
PERSON,relat ed,5.pdf
