source,target,sentence,sentiment,source_file
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"3. **Applicable Laws and Regulations**:
   - UNMIK Regulation 1999/24 outlines applicable law in Kosovo, including provisions set by the Special Representative of the Secretary General and laws in force as of March 22, 1989.
   - UN Staff Regulations demand high standards of efficiency, competence, and integrity from staff members.
   - Specific guidelines from UNMIK's Finance Administrative Instruction govern public procurement, detailing how contracts under certain values can be approved without standard procedures.

",POSITIVE,5.pdf
United_Nations,United_Nations,"**United Nations (UN)**: The UN is the overarching organization responsible for international peace and security, and they oversee the activities of the UNMIK in Kosovo.

",POSITIVE,5.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"**United Nations (UN)**: The UN is the overarching organization responsible for international peace and security, and they oversee the activities of the UNMIK in Kosovo.

",POSITIVE,5.pdf
United_Nations,United_Nations,"2. **United Nations Interim Administration Mission in Kosovo (UNMIK)**: This is the specific UN mission established to oversee the administration of Kosovo, particularly in governance, development, and law enforcement.

",POSITIVE,5.pdf
Kosovo,KTA,"**KTA (Kosovo Trust Agency)**: The KTA is referenced in the context of a Divisional Manager from this agency who authorized contracts that are the subject of irregularities.

",NEGATIVE,5.pdf
KTA,Divisional,"**KTA (Kosovo Trust Agency)**: The KTA is referenced in the context of a Divisional Manager from this agency who authorized contracts that are the subject of irregularities.

",NEGATIVE,5.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,KTA,"These organizations interact in the context of oversight and governance in Kosovo, with UNMIK serving as a regulatory body, while the KTA and Pristina International Airport are involved in operational aspects of service delivery and procurement.",POSITIVE,5.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations,**United Nations and UNMIK**: UNMIK is a subsidiary mission of the United Nations tasked with the administration of Kosovo.,POSITIVE,43.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations,"This relationship shows UNMIK operates under the authority and guidance of the UN.

",POSITIVE,43.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations_Interim_Administration_Mission_in_Kosovo,"3. **Investigation Task Force**: This entity is organized through UNMIK to address the allegations derived from the audit report, demonstrating a structured framework in which UNMIK oversees investigations and ensures accountability.

",POSITIVE,43.pdf
Legal Adviser's,United_Nations_Interim_Administration_Mission_in_Kosovo,"4. **UNMIK and Legal Adviser's Office**: The relationship between UNMIK and the Office of the Legal Adviser is critical in ensuring compliance with legal protocols in contract processes, as highlighted in the allegations regarding the cargo apron extension contract.

",POSITIVE,43.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,the Office of the Legal Adviser,"4. **UNMIK and Legal Adviser's Office**: The relationship between UNMIK and the Office of the Legal Adviser is critical in ensuring compliance with legal protocols in contract processes, as highlighted in the allegations regarding the cargo apron extension contract.

",POSITIVE,43.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"Based on the provided article detailing the investigation into procurement and contract irregularities at Pristina International Airport by the United Nations Interim Administration Mission in Kosovo (UNMIK), the main points can be summarized as follows:

### Main Points:
",NEGATIVE,4.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations,"3. **Legal Framework**: Highlighted regulations governing procurement and financial conduct under UNMIK, including:
   - UNMIK regulation stipulating applicable laws in Kosovo.
   - UN Staff Regulations that staff must maintain high efficiency and integrity.
   ",POSITIVE,4.pdf
National_Security_Agency,National_Security_Agency,"**Spying Details**: The article discusses the National Security Agency (NSA) intercepting communications from French Ambassador Jean-David Levitte concerning the UN Oil-for-Food program in Iraq.

",NEGATIVE,91.pdf
Ministry_for_Europe_and_Foreign_Affairs,Iraq_Survey_Group,"2. **French Foreign Ministry**: 
   - **Related to**: Jean-David Levitte (providing backing for Levitte's planned responses).
   - **Involved in the context of**: Diplomatic responses to the findings of the Iraq Survey Group.

",POSITIVE,91.pdf
National_Security_Agency,United_States_Congress,"This analysis highlights the interconnectedness of organizations involved in this instance, with the NSA acting as the surveillance body, Levitte as the diplomatic voice of France, the U.S. Congress as the platform for potential accountability, and companies implicated in the alleged misconduct.",POSITIVE,91.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Space_Shuttle_Enterprise,"**Investigation Triggered**: An investigation into a UNMIK Bank Account was initiated due to a forensic audit regarding the Public Enterprise Airport Pristina (PEAP).
",NEGATIVE,52.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"2. **Involvement of Organizations**: The investigation is linked to several organizations, including the United Nations Interim Administration Mission in Kosovo (UNMIK), the Kosovo Trust Agency (KTA), and the European Union (EU), particularly concerning their oversight roles in Kosovo.
",POSITIVE,52.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Kosovo,"2. **Involvement of Organizations**: The investigation is linked to several organizations, including the United Nations Interim Administration Mission in Kosovo (UNMIK), the Kosovo Trust Agency (KTA), and the European Union (EU), particularly concerning their oversight roles in Kosovo.
",POSITIVE,52.pdf
Kosovo,Union_Army,"2. **Involvement of Organizations**: The investigation is linked to several organizations, including the United Nations Interim Administration Mission in Kosovo (UNMIK), the Kosovo Trust Agency (KTA), and the European Union (EU), particularly concerning their oversight roles in Kosovo.
",POSITIVE,52.pdf
Union_Army,European_Union,"2. **Involvement of Organizations**: The investigation is linked to several organizations, including the United Nations Interim Administration Mission in Kosovo (UNMIK), the Kosovo Trust Agency (KTA), and the European Union (EU), particularly concerning their oversight roles in Kosovo.
",POSITIVE,52.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations_Security_Council,"3. **Legal Framework**: UNMIK operates under UN Security Council resolution 1244 and certain regulations to define the law applicable in Kosovo.
",POSITIVE,52.pdf
The DCDM Audit Report,United_Nations_Interim_Administration_Mission_in_Kosovo,"4. **Allegations of Mismanagement**: The DCDM Audit Report raised concerns about the management of a specific UNMIK Bank Account, including allegations of inappropriate financial conduct linked to one signatory.
",NEGATIVE,52.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations_Interim_Administration_Mission_in_Kosovo,"5. **Contractual Agreements**: There were contracts related to the supply of aviation fuel and refueling services between UNMIK and a company, which involve financial transactions to an UNMIK Bank Subject Account in Pristina.
",NEGATIVE,52.pdf
Kosovo,Protected_Extensible_Authentication_Protocol,"**: Responsible for the administration of Kosovo during the transitional period, overseeing the operations, including audits of its financial activities.
- **Kosovo Trust Agency (KTA)**: Has control over the activities of PEAP, which is relevant to the financial investigation.
",POSITIVE,52.pdf
European_Union,United_Nations_Interim_Administration_Mission_in_Kosovo,"- **European Union (EU)**: Plays a role as part of UNMIK Pillar IV, indicating collaboration in administrative and oversight functions.
- **Public Enterprise Airport Pristina (PEAP)**: The organization which was highlighted in the forensic audit, triggering the investigation into the bank account.
- **Bank in Pristina**: The financial institution where the UNMIK Bank Account was opened, involved in handling the financial transactions between UNMIK and contractors.
  
",POSITIVE,52.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations_Interim_Administration_Mission_in_Kosovo,"- **European Union (EU)**: Plays a role as part of UNMIK Pillar IV, indicating collaboration in administrative and oversight functions.
- **Public Enterprise Airport Pristina (PEAP)**: The organization which was highlighted in the forensic audit, triggering the investigation into the bank account.
- **Bank in Pristina**: The financial institution where the UNMIK Bank Account was opened, involved in handling the financial transactions between UNMIK and contractors.
  
",POSITIVE,52.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations_Interim_Administration_Mission_in_Kosovo,"- **European Union (EU)**: Plays a role as part of UNMIK Pillar IV, indicating collaboration in administrative and oversight functions.
- **Public Enterprise Airport Pristina (PEAP)**: The organization which was highlighted in the forensic audit, triggering the investigation into the bank account.
- **Bank in Pristina**: The financial institution where the UNMIK Bank Account was opened, involved in handling the financial transactions between UNMIK and contractors.
  
",POSITIVE,52.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"**Introduction of UNMIK**: United Nations Interim Administration Mission in Kosovo (UNMIK) and its Investigation Task Force (ITF) is investigating possible administrative irregularities at Pristina Airport.

",NEGATIVE,1.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Investigation Task Force,"**Introduction of UNMIK**: United Nations Interim Administration Mission in Kosovo (UNMIK) and its Investigation Task Force (ITF) is investigating possible administrative irregularities at Pristina Airport.

",NEGATIVE,1.pdf
International_Tennis_Federation,United_Nations_Interim_Administration_Mission_in_Kosovo,"**Recommendations**: The ITF recommends that UNMIK and the Kosovo Trust Agency (KTA) implement staff training for procurement activities and ensure fair competition by verifying the backgrounds of bidding companies.

### Relationships Involving Entities of Type Organization

1.",POSITIVE,1.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Kosovo,"**Recommendations**: The ITF recommends that UNMIK and the Kosovo Trust Agency (KTA) implement staff training for procurement activities and ensure fair competition by verifying the backgrounds of bidding companies.

### Relationships Involving Entities of Type Organization

1.",POSITIVE,1.pdf
The_Investigation,United_Nations_Interim_Administration_Mission_in_Kosovo,"2. **ITF**: The Investigation Task Force, a subsidiary of UNMIK, is responsible for investigating the tender irregularities involving Vendor 1 and Vendor 2.

3. **KTA**: The Kosovo Trust Agency is mentioned as a body recommended to undertake actions regarding procurement processes at the airport.

",NEGATIVE,1.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Kosovo,"2. **ITF**: The Investigation Task Force, a subsidiary of UNMIK, is responsible for investigating the tender irregularities involving Vendor 1 and Vendor 2.

3. **KTA**: The Kosovo Trust Agency is mentioned as a body recommended to undertake actions regarding procurement processes at the airport.

",NEGATIVE,1.pdf
Kosovo,KOCB,"**Kosovo Organised Crime Bureau (KOCB)**: This bureau supported the ITF investigation, indicating a collaboration among various bodies within Kosovo's law enforcement framework.

",POSITIVE,1.pdf
KOCB,International_Tennis_Federation,"**Kosovo Organised Crime Bureau (KOCB)**: This bureau supported the ITF investigation, indicating a collaboration among various bodies within Kosovo's law enforcement framework.

",POSITIVE,1.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,KTA,"Their actions directly relate to the conduct of the UNMIK and KTA in ensuring fair procurement.

",POSITIVE,1.pdf
Kosovo,Capital Expenditure,"**Allegation of Administrative Irregularity**: The Divisional Manager of the Kosovo Trust Agency (KTA) approved a contract between Pristina Airport and a vendor before the necessary Capital Expenditure was formally approved by KTA.

",NEGATIVE,45.pdf
Capital Expenditure,KTA,"**Allegation of Administrative Irregularity**: The Divisional Manager of the Kosovo Trust Agency (KTA) approved a contract between Pristina Airport and a vendor before the necessary Capital Expenditure was formally approved by KTA.

",NEGATIVE,45.pdf
International_Tennis_Federation,the Department of Justice,"2. **Involvement of ITF**: The ITF conducted a preliminary investigation that confirmed evidence of a crime, leading to the referral of the case to the Department of Justice, Pillar I, UNMIK, for further judicial action.

",NEGATIVE,51.pdf
the Department of Justice,Pillar,"2. **Involvement of ITF**: The ITF conducted a preliminary investigation that confirmed evidence of a crime, leading to the referral of the case to the Department of Justice, Pillar I, UNMIK, for further judicial action.

",NEGATIVE,51.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,"**United Nations (UN)**: Involved as the overarching body overseeing the UNMIK (United Nations Mission in Kosovo) which refers cases to its Department of Justice.

",POSITIVE,51.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Department of Justice,"**United Nations (UN)**: Involved as the overarching body overseeing the UNMIK (United Nations Mission in Kosovo) which refers cases to its Department of Justice.

",POSITIVE,51.pdf
The_Investigation,Air_traffic_control,"**Introduction of Investigation**: The Investigation Task Force (ITF) Kosovo initiated an inquiry into cash withdrawals from the bank account of Air Traffic Control Services (ATCS) at Prishtina International Airport, prompted by a forensic audit report from February 2003.

",NEGATIVE,2.pdf
Kosovo,United_Nations_Interim_Administration_Mission_in_Kosovo,**Oversight Authorities**: The activities of Prishtina Airport fall under the Kosovo Trust Agency and UNMIK (United Nations Interim Administration Mission in Kosovo),NEGATIVE,2.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations,**Oversight Authorities**: The activities of Prishtina Airport fall under the Kosovo Trust Agency and UNMIK (United Nations Interim Administration Mission in Kosovo),NEGATIVE,2.pdf
Pillar,Union_Army,"Pillar IV, overseen by the European Union.

",POSITIVE,2.pdf
International_Tennis_Federation,United_Nations_Interim_Administration_Mission_in_Kosovo,"3. **Scope of Investigation**: The ITF's inquiries involve allegations of fraud and corruption related to UNMIK, its pillars, the Provisional Institutions of Self-Government (PISG), and other bodies under the Constitutional Framework for Provisional Self-Government in Kosovo.

",NEUTRAL,2.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,Provisional_Institutions_of_Self-Government,"3. **Scope of Investigation**: The ITF's inquiries involve allegations of fraud and corruption related to UNMIK, its pillars, the Provisional Institutions of Self-Government (PISG), and other bodies under the Constitutional Framework for Provisional Self-Government in Kosovo.

",NEUTRAL,2.pdf
Provisional_Institutions_of_Self-Government,Provisional_Institutions_of_Self-Government,"3. **Scope of Investigation**: The ITF's inquiries involve allegations of fraud and corruption related to UNMIK, its pillars, the Provisional Institutions of Self-Government (PISG), and other bodies under the Constitutional Framework for Provisional Self-Government in Kosovo.

",NEUTRAL,2.pdf
the Special Representative,United_Nations_Security_Council,"**Legal Authority**: The investigation aligns with the Special Representative of the Secretary-General's authority under UN Security Council resolution 1244 (1999) and related UNMIK regulations.

",POSITIVE,2.pdf
United_Nations,United_Nations_Interim_Administration_Mission_in_Kosovo,**United Nations (UN)**: Initiating and overseeing the investigation through UNMIK and the ITF.,POSITIVE,2.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,International_Tennis_Federation,**United Nations (UN)**: Initiating and overseeing the investigation through UNMIK and the ITF.,POSITIVE,2.pdf
United_Nations,International_Tennis_Federation,"**: A specific mission under the UN overseeing the administration and regulatory framework in Kosovo, including the actions of the ITF and the management of the airport's operations.

",POSITIVE,2.pdf
European_Union,Union_Army,3. **EU (European Union),POSITIVE,2.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations_Interim_Administration_Mission_in_Kosovo,"**: Plays a role in the administration of UNMIK Pillar IV, indicating a collaborative relationship with UNMIK in overseeing operations in Kosovo.

",POSITIVE,2.pdf
Kosovo,United_Nations_Interim_Administration_Mission_in_Kosovo,"4. **Kosovo Trust Agency (KTA)**: Related to the oversight of airport operations and finance in conjunction with UNMIK.

",POSITIVE,2.pdf
Provisional_Institutions_of_Self-Government,United_Nations_Interim_Administration_Mission_in_Kosovo,"5. **Provisional Institutions of Self-Government (PISG)**: These entities are involved in the governance of Kosovo under the authority of UNMIK, indicating their interconnected role in local governance alongside UN and EU frameworks.

",POSITIVE,2.pdf
United_Nations_Interim_Administration_Mission_in_Kosovo,United_Nations,"5. **Provisional Institutions of Self-Government (PISG)**: These entities are involved in the governance of Kosovo under the authority of UNMIK, indicating their interconnected role in local governance alongside UN and EU frameworks.

",POSITIVE,2.pdf
United_Nations,European_Union,"5. **Provisional Institutions of Self-Government (PISG)**: These entities are involved in the governance of Kosovo under the authority of UNMIK, indicating their interconnected role in local governance alongside UN and EU frameworks.

",POSITIVE,2.pdf
the Terminal Building,FIDS,"5. **Vendor 3**:
   - A subcontractor associated with the expansion of the Terminal Building, thereby indirectly influencing the procurement related to FIDS.

",POSITIVE,44.pdf
