type,entity,source
DATE,"18 April 
2003",39.pdf
DATE,1 April 2004,8.pdf
DATE,25 July 1999,10.pdf
DATE,12 December 1999,43.pdf
DATE,September 1994,21.pdf
DATE,35,26.pdf
DATE,the end of June 2002,10.pdf
DATE,DM 2190,31.pdf
DATE,10 June 1999,43.pdf
DATE,14 January 2003,4.pdf
DATE,July 12 th  2004,51.pdf
DATE,4 September 2002,9.pdf
DATE,12 December 1999,5.pdf
DATE,15 December 1999,14.pdf
DATE,"Second tender 
 
17",8.pdf
DATE,February 25,82.pdf
DATE,10-06-04,38.pdf
DATE,55,2.pdf
DATE,2001,31.pdf
DATE,two year,69.pdf
DATE,2050,105.pdf
DATE,10 June 1999,5.pdf
DATE,the 24th,111.pdf
DATE,December 2003,51.pdf
DATE,DM 2190,11.pdf
DATE,2003,39.pdf
DATE,1 December 2004,1.pdf
DATE,"one to ten years 
 
",51.pdf
DATE,day,2.pdf
DATE,Thursday,47.pdf
DATE,1999,39.pdf
DATE,12 December 1999,31.pdf
DATE,2001,11.pdf
DATE,24 September 2004,13.pdf
DATE,February 2 000,26.pdf
DATE,August,4.pdf
DATE,summer and winter,14.pdf
DATE,18-06-0 4,14.pdf
DATE,10 June 1999,31.pdf
DATE,27 November 2002,4.pdf
DATE,2003,47.pdf
DATE,7 October 2003,73.pdf
DATE,12 December 1999,11.pdf
DATE,2003,9.pdf
DATE,10 April 2003,45.pdf
DATE,10 June 1999,11.pdf
DATE,1999,9.pdf
DATE,24,2.pdf
DATE,1 January 2002,47.pdf
DATE,30 September 2002,5.pdf
DATE,2 8,49.pdf
DATE,2004,49.pdf
DATE,27 April,105.pdf
DATE,"2 August 
2001",10.pdf
DATE,about a year,27.pdf
DATE,39,4.pdf
DATE,August 2003 to 31 March 2004,63.pdf
DATE,"1 
 
22",14.pdf
DATE,31 July 2004,13.pdf
DATE,5 April 2001,43.pdf
DATE,Next Week,89.pdf
DATE,2002,39.pdf
DATE,January 2003,24.pdf
DATE,September 2002,21.pdf
DATE,"April 28, 2003",26.pdf
DATE,1 April 2004,10.pdf
DATE,December 2006,69.pdf
DATE,today,91.pdf
DATE,2000,26.pdf
DATE,22 November 2004,44.pdf
DATE,2001,4.pdf
DATE,22 March 1989,4.pdf
DATE,March 2005,69.pdf
DATE,this month,108.pdf
DATE,1 April 2004,36.pdf
DATE,231635Z,89.pdf
DATE,May 2001,10.pdf
DATE,6 Septembe r 2004,13.pdf
DATE,22 March 1989,52.pdf
DATE,September 2002,49.pdf
DATE,34,26.pdf
DATE,16 July 2004,2.pdf
DATE,36,26.pdf
DATE,February 2003,31.pdf
DATE,on17June,113.pdf
DATE,August 2002,9.pdf
DATE,22 April 2005,27.pdf
DATE,"June 29, 2015",91.pdf
DATE,"20 
June 2003",45.pdf
DATE,1 July 2002,10.pdf
DATE,February 2003,11.pdf
DATE,15 March 2004,51.pdf
DATE,summer,4.pdf
DATE,221708Z,108.pdf
DATE,30 August 2004,44.pdf
DATE,September 1994,69.pdf
DATE,more than a year,21.pdf
DATE,14,26.pdf
DATE,"July 31, 2015",105.pdf
DATE,28 May 2001,10.pdf
DATE,two days later,13.pdf
DATE,18,16.pdf
DATE,1 July 2003,4.pdf
DATE,"the same 
day",24.pdf
DATE,eight years,51.pdf
DATE,January 2006,82.pdf
DATE,05,2.pdf
DATE,"19 March 
1999",26.pdf
DATE,February 2001,31.pdf
DATE,the same day,24.pdf
DATE,2003,43.pdf
DATE,1999,43.pdf
DATE,"4 October 
2002",49.pdf
DATE,2003,5.pdf
DATE,12 April 2003,4.pdf
DATE,February 2001,11.pdf
DATE,30 September 2001,39.pdf
DATE,"ten years 
 
",51.pdf
DATE,late 18 February 1999,26.pdf
DATE,13 February 2005,69.pdf
DATE,19 September 2003,63.pdf
DATE,15,24.pdf
DATE,May 2001,43.pdf
DATE,February 2004,2.pdf
DATE,2003,31.pdf
DATE,22 March 1989,39.pdf
DATE,February 2003,4.pdf
DATE,daily,51.pdf
DATE,1999,31.pdf
DATE,14,4.pdf
DATE,the month,21.pdf
DATE,"the period January to June 
2004",47.pdf
DATE,July 2004,47.pdf
DATE,2003,11.pdf
DATE,26 December  2003,51.pdf
DATE,1 January 2002,31.pdf
DATE,det,2.pdf
DATE,29 January 2003,24.pdf
DATE,16,69.pdf
DATE,"6 December 
2004",4.pdf
DATE,1999,11.pdf
DATE,2/1999,8.pdf
DATE,the day,14.pdf
DATE,27 June 2001,43.pdf
DATE,29 August 2002,9.pdf
DATE,1999,26.pdf
DATE,1 January 2002,11.pdf
DATE,29 April 2004,49.pdf
DATE,21,4.pdf
DATE,25 July 1999,2.pdf
DATE,three days,45.pdf
DATE,a month,21.pdf
DATE,18 April 2003,39.pdf
DATE,"32,800.0 0",51.pdf
DATE,07-07-04,14.pdf
DATE,22,2.pdf
DATE,30 June 2004,63.pdf
DATE,Attachment 5,69.pdf
DATE,"46,",2.pdf
DATE,2001,10.pdf
DATE,15 December 1999,38.pdf
DATE,17 February 2000,26.pdf
DATE,the summer of 2003,4.pdf
DATE,252149Z,107.pdf
DATE,20 03,5.pdf
DATE,12 December 1999,10.pdf
DATE,25 July 1999,8.pdf
DATE,10 June 1999,10.pdf
DATE,summer and winter,38.pdf
DATE,the end of June 2002,8.pdf
DATE,18-06-0 4,38.pdf
DATE,July 2002,36.pdf
DATE,24 January 2005,52.pdf
DATE,2003,1.pdf
DATE,"10 
January 2003",4.pdf
DATE,22,8.pdf
DATE,"17 February 
2000",26.pdf
DATE,8 March 2000,26.pdf
DATE,22 July 200 4,47.pdf
DATE,six months,69.pdf
DATE,31 st August,1.pdf
DATE,30 June 2002,2.pdf
DATE,6 June 2003,8.pdf
DATE,1975,69.pdf
DATE,262/04 3 13,47.pdf
DATE,3 September 2002,9.pdf
DATE,"1 
 
22",38.pdf
DATE,25-26 July 2004,13.pdf
DATE,monthly,21.pdf
DATE,2001,24.pdf
DATE,"May, 2002",82.pdf
DATE,"the summer 
season",4.pdf
DATE,27 September 2004,5.pdf
DATE,4 March,5.pdf
DATE,31 January 2001,43.pdf
DATE,2 October 2004,36.pdf
DATE,12 5,82.pdf
DATE,5 April 2001,10.pdf
DATE,21 October 2003,52.pdf
DATE,30 September 2001,43.pdf
DATE,summer,14.pdf
DATE,"15 to 18 February, 1999",26.pdf
DATE,19 February 1999,26.pdf
DATE,8 October,2.pdf
DATE,22 March 1989,43.pdf
DATE,30 September 2001,5.pdf
DATE,19 May 2004,16.pdf
DATE,2001,5.pdf
DATE,25 July 1999,39.pdf
DATE,22 March 1989,5.pdf
DATE,May and June 2004,47.pdf
DATE,18 October 2001,43.pdf
DATE,1 July 2002,2.pdf
DATE,30 September 2001,31.pdf
DATE,8 47,4.pdf
DATE,September 1994,16.pdf
DATE,2002,82.pdf
DATE,22,39.pdf
DATE,24 September  2001,43.pdf
DATE,1 August 2003,4.pdf
DATE,22 March 1989,31.pdf
DATE,26 December 2003,51.pdf
DATE,30 September 2001,11.pdf
DATE,25 July 1999,9.pdf
DATE,1 January 2004,69.pdf
DATE,53,47.pdf
DATE,22 March 1989,11.pdf
DATE,31 July 20 00,4.pdf
DATE,2003,63.pdf
DATE,1 July 2002,8.pdf
DATE,3 15,69.pdf
DATE,September 1994,73.pdf
DATE,5,13.pdf
DATE,the month of Jan uary 2001,31.pdf
DATE,May 2000,27.pdf
DATE,the winter season,4.pdf
DATE,181733Z,105.pdf
DATE,"the end of 
month",21.pdf
DATE,the month of Jan uary 2001,11.pdf
DATE,"30 
September 2001",4.pdf
DATE,January 2004,69.pdf
DATE,27 April 2005,73.pdf
DATE,9 July 2003,8.pdf
DATE,two years,14.pdf
DATE,"25 July 
1999",52.pdf
DATE,mid-2002,2.pdf
DATE,27 September 2004,49.pdf
DATE,14 th  September 2004,1.pdf
DATE,2003,10.pdf
DATE,ober 2001,52.pdf
DATE,1999,10.pdf
DATE,May 2003,45.pdf
DATE,"May 15, 2002",82.pdf
DATE,"October 26, 2004",45.pdf
DATE,The year 2001,31.pdf
DATE,1 April 2004,39.pdf
DATE,2003,36.pdf
DATE,13 December 2004,1.pdf
DATE,February 2003,43.pdf
DATE,The year 2001,11.pdf
DATE,February,107.pdf
DATE,14,43.pdf
DATE,"Second tender 
 
17",39.pdf
DATE,February 2003,5.pdf
DATE,only three months,4.pdf
DATE,October 2002,49.pdf
DATE,1 April 2004,9.pdf
DATE,October 2004,45.pdf
DATE,7  January 2003,5.pdf
DATE,March 2004,51.pdf
DATE,07-07-04,38.pdf
DATE,21,43.pdf
DATE,31 July 2000,43.pdf
DATE,27 June 2001,10.pdf
DATE,7 February 2003,5.pdf
DATE,October 2003,36.pdf
DATE,31,5.pdf
DATE,18 May 2001,43.pdf
DATE,31 July 2000,5.pdf
DATE,three-year,69.pdf
DATE,18 April 2003,4.pdf
DATE,July 2003,24.pdf
DATE,29 August 200 2,9.pdf
DATE,"Between July 
2002",2.pdf
DATE,10 June 1999,2.pdf
DATE,18 February 2004,26.pdf
DATE,2003 to 31 March 2004,63.pdf
DATE,November 2003,24.pdf
DATE,31 July 2000,31.pdf
DATE,October 2004,1.pdf
DATE,6 December 2002,4.pdf
DATE,26 January 2003,24.pdf
DATE,some five months earlier,4.pdf
DATE,30-06-04,14.pdf
DATE,31 December 2001,31.pdf
DATE,2001,8.pdf
DATE,31 July 2000,11.pdf
DATE,251344Z,111.pdf
DATE,13 December 2002,44.pdf
DATE,31 December 2001,11.pdf
DATE,12 December 1999,8.pdf
DATE,1509,63.pdf
DATE,October 2001,16.pdf
DATE,February 2004,16.pdf
DATE,1 April 2004,35.pdf
DATE,10 June 1999,8.pdf
DATE,between October 2003,21.pdf
DATE,17 October 2002,44.pdf
DATE,April 2004,16.pdf
DATE,11 February 2005,69.pdf
DATE,1999,5.pdf
DATE,34,2.pdf
DATE,1966,8.pdf
DATE,20 April 2005,26.pdf
DATE,32,26.pdf
DATE,23 June 2004,45.pdf
DATE,52,4.pdf
DATE,an additional four weeks,82.pdf
DATE,9 July 2004,51.pdf
DATE,summer,38.pdf
DATE,31 January 2001,10.pdf
DATE,Monday,51.pdf
DATE,8 October 2002,49.pdf
DATE,01 April 2002,2.pdf
DATE,1 October 2002,5.pdf
DATE,the previous Friday,49.pdf
DATE,"10 April 
2003",45.pdf
DATE,September 2005,60.pdf
DATE,2 7,69.pdf
DATE,"February, 2002",82.pdf
DATE,13 April 2000,26.pdf
DATE,30 September 2001,10.pdf
DATE,2 August 2001,43.pdf
DATE,annual,69.pdf
DATE,June 2004,45.pdf
DATE,22 March 1989,10.pdf
DATE,"April 24, 2002",82.pdf
DATE,early 2 004,2.pdf
DATE,10 January  2003,4.pdf
DATE,25 July 1999,4.pdf
DATE,the period 01 July 2002,2.pdf
DATE,37,26.pdf
DATE,the end of June 2002,4.pdf
DATE,"18 
March 2003",24.pdf
DATE,"May 
2002",2.pdf
DATE,1 April 2004,31.pdf
DATE,February 2003,8.pdf
DATE,18 October 2001,10.pdf
DATE,"6 
December 2002",4.pdf
DATE,25 May 2002,2.pdf
DATE,the month of February 2004,63.pdf
DATE,24 September  2001,10.pdf
DATE,1 April 2004,11.pdf
DATE,31 August 2004,44.pdf
DATE,"25 
June 2002",21.pdf
DATE,"14 September 
2004",44.pdf
DATE,a few days,26.pdf
DATE,1966,39.pdf
DATE,31 March,89.pdf
DATE,the whole year,31.pdf
DATE,0n 01 July 2002,2.pdf
DATE,29 May  2003,45.pdf
DATE,30 June 2003,8.pdf
DATE,19 January 2000,26.pdf
DATE,10 February 2005,69.pdf
DATE,two years,38.pdf
DATE,2003,2.pdf
DATE,"February 
2003",2.pdf
DATE,2/1999,39.pdf
DATE,three week,82.pdf
DATE,the whole year,11.pdf
DATE,November 2003,16.pdf
DATE,July 22,51.pdf
DATE,1999,2.pdf
DATE,49,2.pdf
DATE,2 July  1993,69.pdf
DATE,37,4.pdf
DATE,26 July 2004,51.pdf
DATE,262/04 2 5,47.pdf
DATE,October 2003,21.pdf
DATE,one month,9.pdf
DATE,"18 April 
2003",8.pdf
DATE,October 2004,36.pdf
DATE,25 August 2002,43.pdf
DATE,November 2003,2.pdf
DATE,five days,16.pdf
DATE,13  January 2003,4.pdf
DATE,2002,21.pdf
DATE,24,5.pdf
DATE,17 October 2001,43.pdf
DATE,04 March 2005,52.pdf
DATE,1 April 2004,4.pdf
DATE,"07 February 2006  
 
 
 ",63.pdf
DATE,2003,8.pdf
DATE,October 2003,2.pdf
DATE,1999,8.pdf
DATE,September 1994,26.pdf
DATE,February 2003,10.pdf
DATE,"the winter 
season",4.pdf
DATE,October 2004,14.pdf
DATE,2009,108.pdf
DATE,five working days,16.pdf
DATE,6 July 2004,51.pdf
DATE,August 2002,21.pdf
DATE,14,10.pdf
DATE,the end of June 2002,39.pdf
DATE,the beginning of Oct ober 2002,49.pdf
DATE,"03 March 
2004",52.pdf
DATE,27 June 2000,26.pdf
DATE,6 June 2003,39.pdf
DATE,21,10.pdf
DATE,31 July 2000,10.pdf
DATE,29 May 2003,45.pdf
DATE,1 July 2002,4.pdf
DATE,13 January 2003,4.pdf
DATE,"A pril 28, 2003",26.pdf
DATE,215-04,13.pdf
DATE,18 May 2001,10.pdf
DATE,30-06-04,38.pdf
DATE,some two years ago,24.pdf
DATE,November 2002,4.pdf
DATE,December 2004,2.pdf
DATE,26060,36.pdf
DATE,16,31.pdf
DATE,the end of August (2004,14.pdf
DATE,between June 2001,49.pdf
DATE,18 February 2000,26.pdf
DATE,three months,4.pdf
DATE,last week,89.pdf
DATE,the period September 2000 to December 2003,2.pdf
DATE,May 2004,47.pdf
DATE,2 3.52) + (,2.pdf
DATE,16,11.pdf
DATE,2008,106.pdf
DATE,two years ago,49.pdf
DATE,a week,16.pdf
DATE,April 2004,35.pdf
DATE,February 2005,16.pdf
DATE,"July 31, 2015",106.pdf
DATE,11 October 2002,49.pdf
DATE,21,24.pdf
DATE,20  July 2001,52.pdf
DATE,"the month of January 
2001",31.pdf
DATE,18 February 1999,26.pdf
DATE,January 2005,69.pdf
DATE,39,2.pdf
DATE,March 2004,44.pdf
DATE,September 1994,82.pdf
DATE,35,2.pdf
DATE,"the month of January 
2001",11.pdf
DATE,the day,38.pdf
DATE,16 th  March 2004,51.pdf
DATE,one day,49.pdf
DATE,Winter,4.pdf
DATE,33,2.pdf
DATE,13 March 2004,63.pdf
DATE,"18 May 
2001",43.pdf
DATE,2 6 September 2002,49.pdf
DATE,262/04 1,47.pdf
DATE,0274/ 04,49.pdf
DATE,DM 2888,31.pdf
DATE,November 200 2,49.pdf
DATE,20 October 2004,5.pdf
DATE,4 12,4.pdf
DATE,"late 
",82.pdf
DATE,30 days,36.pdf
DATE,"July 31, 2015",108.pdf
DATE,22 March 1989,2.pdf
DATE,"June 23, 2015",89.pdf
DATE,2001 some two years,26.pdf
DATE,1 July 2002,39.pdf
DATE,a further year,36.pdf
DATE,DM 2888,11.pdf
DATE,2004,51.pdf
DATE,28 July 2004,35.pdf
DATE,June 2002,2.pdf
DATE,"19, 2006",82.pdf
DATE,"8 July 
2004",63.pdf
DATE,2002,36.pdf
DATE,25 July 1999,43.pdf
DATE,2 August 2001,10.pdf
DATE,22 May 2005,27.pdf
DATE,30 September 2001,8.pdf
DATE,October,111.pdf
DATE,14 th  March 2004,51.pdf
DATE,1 July 2002,9.pdf
DATE,9 July 2003,39.pdf
DATE,the end of June 2002,43.pdf
DATE,December 2004,69.pdf
DATE,August 2004,47.pdf
DATE,25 July 1999,5.pdf
DATE,4 July 2003,4.pdf
DATE,9 55,4.pdf
DATE,12 December 1999,4.pdf
DATE,10 January 2003,4.pdf
DATE,3 6,5.pdf
DATE,22 March 1989,8.pdf
DATE,the end of June 2002,5.pdf
DATE,10 June 1999,4.pdf
DATE,September 2001,10.pdf
DATE,"9 
 
VII",26.pdf
DATE,September 2002,82.pdf
DATE,22,5.pdf
DATE,May 2003,73.pdf
DATE,25 July 1999,31.pdf
DATE,17 February 1999,26.pdf
DATE,"May 30, 2002",82.pdf
DATE,10 June 1999,52.pdf
DATE,"July, 2002",82.pdf
DATE,September 1994,63.pdf
DATE,the end of June 2002,31.pdf
DATE,19 June 200 3,45.pdf
DATE,the period 1 April to 1 October 2004,36.pdf
DATE,10-06-04,14.pdf
DATE,25 July 1999,11.pdf
DATE,January 2003,5.pdf
DATE,1110019243020132-1,52.pdf
DATE,one month,4.pdf
DATE,26 January 2006,82.pdf
DATE,the end of June 2002,11.pdf
DATE,"December, 2002",82.pdf
DATE,annual,82.pdf
DATE,"April 15, 2002",82.pdf
DATE,36,2.pdf
DATE,September 1994,60.pdf
DATE,February 2005,69.pdf
DATE,18 April 2003,8.pdf
DATE,July,107.pdf
DATE,March 2003,5.pdf
DATE,"2 August 
2001",43.pdf
DATE,8 27,26.pdf
DATE,01 July 2002,2.pdf
DATE,14,16.pdf
DATE,15 May 2003,73.pdf
DATE,19 July  2006,82.pdf
DATE,34,4.pdf
DATE,071948Z,91.pdf
DATE,041359Z,106.pdf
DATE,0049-04,2.pdf
DATE,28 January 2003,24.pdf
DATE,27 August 200 3,73.pdf
DATE,21 May 2002,2.pdf
DATE,25 August 2002,10.pdf
DATE,1 April 2004,43.pdf
DATE,14,2.pdf
DATE,the summer,4.pdf
DATE,October 2004,38.pdf
DATE,41,4.pdf
DATE,17 April 2002,52.pdf
DATE,17 October 2001,10.pdf
DATE,1 April 2004,5.pdf
DATE,24 March 2000,26.pdf
DATE,2001,39.pdf
MONEY,225,13.pdf
MONEY,"5,340,000",82.pdf
MONEY,# 02 16/04,35.pdf
MONEY,"3,921",1.pdf
MONEY,"960,00",2.pdf
MONEY,"135,000",16.pdf
MONEY,"2,053.00",26.pdf
MONEY,"22,000",26.pdf
MONEY,"5,000",26.pdf
MONEY,"1,620",1.pdf
MONEY,1188,4.pdf
MONEY,"5,814",21.pdf
MONEY,"1,000",26.pdf
MONEY,"25,000",5.pdf
MONEY,2,4.pdf
MONEY,8.000.00,51.pdf
MONEY,"€2 5,000",5.pdf
MONEY,"32,800.00",51.pdf
MONEY,642.000,2.pdf
MONEY,"8,000.0",51.pdf
MONEY,"54,000.00",51.pdf
MONEY,"approximately €32,000.00",51.pdf
MONEY,"approximately €25,000",4.pdf
MONEY,€25 935.74,5.pdf
MONEY,"500,000",63.pdf
MONEY,"86,850",4.pdf
MONEY,"25,000",4.pdf
MONEY,"11,560",73.pdf
MONEY,"5,200",49.pdf
MONEY,"106,059",38.pdf
MONEY,7,69.pdf
MONEY,"38,627",26.pdf
MONEY,"537,536.90",52.pdf
MONEY,"3,300",26.pdf
MONEY,"12,173",26.pdf
MONEY,2 with €,1.pdf
MONEY,2366.19,5.pdf
MONEY,6975,2.pdf
MONEY,USD $818.30,16.pdf
MONEY,190,13.pdf
MONEY,"10,120.00",26.pdf
MONEY,"yearly €16,500",16.pdf
MONEY,"5.000,00",13.pdf
MONEY,"15,919",1.pdf
MONEY,"4,919,190",31.pdf
MONEY,"106,059",14.pdf
MONEY,"3  
 
 
II",24.pdf
MONEY,"25,935.74",5.pdf
MONEY,"80,198",4.pdf
MONEY,"23,994.08",5.pdf
MONEY,64435,2.pdf
MONEY,"774,318.63",10.pdf
MONEY,"170,000",16.pdf
MONEY,USD $323,16.pdf
MONEY,5425,2.pdf
MONEY,"4,919,190",11.pdf
MONEY,"25,935.57",5.pdf
MONEY,about US $,69.pdf
MONEY,"10,079",21.pdf
MONEY,10.000,2.pdf
MONEY,"44,000",26.pdf
MONEY,"157,060",4.pdf
MONEY,792,4.pdf
MONEY,"49,000",26.pdf
MONEY,$ 13.5 million,69.pdf
MONEY,"8,578.42",52.pdf
MONEY,"US$10,120 and US$2",26.pdf
MONEY,"7,341,163",31.pdf
MONEY,over €100,2.pdf
MONEY,25 DM,31.pdf
MONEY,"3,627.99",1.pdf
MONEY,"11,581.00",51.pdf
MONEY,"more than €15,000",16.pdf
MONEY,"1,530",1.pdf
MONEY,"180,816.00",39.pdf
MONEY,0.50,15.pdf
MONEY,"49,300",26.pdf
MONEY,9,2.pdf
MONEY,"7,376,182",31.pdf
MONEY,"7,341,163",11.pdf
MONEY,"€263,093 to €260,726.81",5.pdf
MONEY,25 DM,11.pdf
MONEY,"8,000.00",51.pdf
MONEY,3,4.pdf
MONEY,50 per cent,26.pdf
MONEY,"7,376,182",11.pdf
MONEY,"32,000.00",51.pdf
MONEY,294.70,73.pdf
MONEY,"US$22,000 and US$3,327",26.pdf
MONEY,"45,105.23",52.pdf
MONEY,22,26.pdf
MONEY,25,5.pdf
MONEY,an additional €,13.pdf
MONEY,"4,265",21.pdf
MONEY,"33,927",5.pdf
MONEY,"€4,278 and €4,670",1.pdf
MONEY,over €500,2.pdf
MONEY,91,2.pdf
MONEY,"7,000.00",13.pdf
MONEY,943,26.pdf
MONEY,"35,000",26.pdf
MONEY,less than €500,2.pdf
MONEY,"4,799,395",31.pdf
MONEY,15,47.pdf
MONEY,"9,000",26.pdf
MONEY,"774,318.63",43.pdf
MONEY,"265,034.62",5.pdf
MONEY,"12,000",26.pdf
MONEY,300,26.pdf
MONEY,"263,093",5.pdf
MONEY,676.44,47.pdf
MONEY,"1.176,00",2.pdf
MONEY,"1,068",26.pdf
MONEY,"1,188",4.pdf
MONEY,"4,799,395",11.pdf
MONEY,"40,000",26.pdf
MONEY,"1,390",5.pdf
MONEY,5200,49.pdf
MONEY,"US$5,000 and US$ 3,500",26.pdf
MONEY,"289,028.74",5.pdf
MONEY,41.62,5.pdf
MONEY,33,5.pdf
MONEY,5000,49.pdf
MONEY,1158,2.pdf
MONEY,"more than $125,000 USD",36.pdf
MONEY,"3,327",26.pdf
MONEY,approximately € 180,13.pdf
MONEY,6 Recommendation 4,69.pdf
MONEY,1550,2.pdf
MONEY,"only US$3,011",26.pdf
MONEY,"28,627",26.pdf
MONEY,"4,100",9.pdf
MONEY,"180,816.00",8.pdf
MONEY,"more than €17,000",16.pdf
MONEY,"3 
 
II",26.pdf
MONEY,"24,762",9.pdf
MONEY,"3,011",26.pdf
MONEY,"24,997",4.pdf
MONEY,"455,404",63.pdf
MONEY,"8,000",51.pdf
PERSON,KJamesKWasserstrom,15.pdf
PERSON,Committ,38.pdf
PERSON,Bush,105.pdf
PERSON,Vendor 4,1.pdf
PERSON,assertionsKwereKconfirmedKinKcopiesKofKcorrectedKin,15.pdf
PERSON,Vendor 2,8.pdf
PERSON,Søren Jessen-Petersen,36.pdf
PERSON,Airpo rt Official,38.pdf
PERSON,KSørenKJessenAPetersenK,15.pdf
PERSON,UNMIL,60.pdf
PERSON,KThis Kterminology,15.pdf
PERSON,noti,52.pdf
PERSON,Vendor 2,38.pdf
PERSON,MAFF,108.pdf
PERSON,Vendor 1,8.pdf
PERSON,Vendor 1,38.pdf
PERSON,Pernod Ricard,89.pdf
PERSON,Levitte,91.pdf
PERSON,Restraint,106.pdf
PERSON,Ali Todaro,24.pdf
PERSON,"ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time",15.pdf
PERSON,Works,8.pdf
PERSON,I. Background,38.pdf
PERSON,Abebe,24.pdf
PERSON,relat ed,5.pdf
PERSON,Vendor 2’s,14.pdf
PERSON,Revi,14.pdf
PERSON,Vendor 1’s,38.pdf
PERSON,KTA,5.pdf
PERSON,La Cresta,82.pdf
PERSON,Ambassad,24.pdf
PERSON,Regul,73.pdf
PERSON,Z­3,105.pdf
PERSON,Mark Gough,35.pdf
PERSON,Abe,105.pdf
PERSON,"KthatK
PristinaKAirportKhadKretroactivelyKreducedKitsKhand lingKchargesKforKoutgoingKmailKtoK€0.12/kgK
andKwasKnoKlongerKchargingKVAT.KPristinaKAirportKst affKconfirmedKthisKinformationKandKadvisedK",15.pdf
PERSON,Pu blic Forests,16.pdf
PERSON,Divisi,43.pdf
PERSON,Sahel,89.pdf
PERSON,mem ber,24.pdf
PERSON,Files,69.pdf
PERSON,Shinzo Abe,105.pdf
PERSON,ed Nations,69.pdf
PERSON,Bongoy – Mawalla,24.pdf
PERSON,Procurem,38.pdf
PERSON,2 Representative,44.pdf
PERSON,Masakazu Toyoda,106.pdf
PERSON,Sarkozy,89.pdf
PERSON,Dickson Mzumara,24.pdf
PERSON,Sarkozy,111.pdf
PERSON,Ktherefore,15.pdf
PERSON,I.      ,24.pdf
PERSON,w ho,2.pdf
PERSON,"s. 
 
",24.pdf
PERSON,withdra,2.pdf
PERSON,ed,43.pdf
PERSON,Pri,31.pdf
PERSON,Stoy,24.pdf
PERSON,Ko,10.pdf
PERSON,Ca,82.pdf
PERSON,Pri,11.pdf
PERSON,Pristina,1.pdf
PERSON,Olokodana,24.pdf
PERSON,KadvisesKyouKthatKeviden,15.pdf
PERSON,chao s,26.pdf
PERSON,passeng,31.pdf
PERSON,irregularl,8.pdf
PERSON,passeng,11.pdf
PERSON,al,43.pdf
PERSON,UNDP Bratislava,21.pdf
PERSON,Euro,31.pdf
PERSON,ed bribery case,49.pdf
PERSON,MONUC,43.pdf
PERSON,"Pernod
Ricard",89.pdf
PERSON,Vendor 3’s,4.pdf
PERSON,Euro,11.pdf
PERSON,"Vendor 2 
Representative",44.pdf
PERSON,Kshs,69.pdf
PERSON,Gen,73.pdf
PERSON,nam e,39.pdf
PERSON,"Carbon Emissions
WikiLeaks",106.pdf
PERSON,Email,24.pdf
PERSON,Masakazu Toyoda,106.pdf
PERSON,Articles 15.1,8.pdf
PERSON,ed,21.pdf
PERSON,Partner 4,51.pdf
PERSON,includin g,2.pdf
PERSON,Vendor 2’s,8.pdf
PERSON,V. Recommendations,14.pdf
PERSON,Vendor 2’s,38.pdf
PERSON,Vendor 3,4.pdf
PERSON,Top Secret,91.pdf
PERSON,Vendor 1,16.pdf
PERSON,"KPristinaKAirportKcollectsKmailA
handlingKrevenuesKonKbehalfKofKtheKAirlineKandKdepo",15.pdf
PERSON,Revi,38.pdf
PERSON,Euro,4.pdf
PERSON,su,69.pdf
PERSON,UNMIL,63.pdf
PERSON,Vendor 2,4.pdf
PERSON,Top Secret,106.pdf
PERSON,Francis Montil,27.pdf
PERSON,Z­3,89.pdf
PERSON,Pris,2.pdf
PERSON,Hajvali,13.pdf
PERSON,Vendor 1,4.pdf
PERSON,al,49.pdf
PERSON,Vendor 2,44.pdf
PERSON,Fu,82.pdf
PERSON,WPVI,35.pdf
PERSON,Divisi,10.pdf
PERSON,KthatKnoKf,15.pdf
PERSON,Herman Van Rompuy,111.pdf
PERSON,Thunderbird,82.pdf
PERSON,"Negroponte  
",24.pdf
PERSON,explana tions,26.pdf
PERSON,Mr. Ba hel,82.pdf
PERSON,Vendor 1,44.pdf
PERSON,Membe,39.pdf
PERSON,Simila,14.pdf
PERSON,Top Secret,108.pdf
PERSON,Airport,2.pdf
PERSON,"KwasKprovidedKwithKaKcopyKofKaKletterKdatedK28K
MayK2004,KfromKtheKCargoKManagerKofKanKAirlineKtoKa KStaffKMemberKofKPublicKEnterpriseK",15.pdf
PERSON,John Kerry,24.pdf
PERSON,Vendor 1’s,4.pdf
PERSON,dealin gs,60.pdf
PERSON,Copy,36.pdf
PERSON,li,43.pdf
PERSON,Toyoda,106.pdf
PERSON,Mark Gough,36.pdf
PERSON,"John 
Kerry",24.pdf
PERSON,Ai,2.pdf
PERSON,"itwouldbedifficultfortheUNtomakea
commitmentinPoznan.BanalsomaintainedthatsincethenewU.S.administrationwillhavea",114.pdf
PERSON,Vendor 2,39.pdf
PERSON,ed,10.pdf
PERSON,Hiwot Abebe,24.pdf
PERSON,Ko,8.pdf
PERSON,Vendor 5,16.pdf
PERSON,issu ed,2.pdf
PERSON,Vendor 1,39.pdf
PERSON,D. Interviews,69.pdf
PERSON,monie,51.pdf
PERSON,Dell,82.pdf
PERSON,Sanjaya Bahe l,82.pdf
